key	access	api	method	dex	codeOffset	instructionOffset	literalDefault	evidenceClass
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/SettingContext;->onNewIntent(Landroid/content/Intent;Z)V	classes5.dex	0x2277fc	0x5c	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isGoogleLocation	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/camera/activity/CameraSettingsDialogueActivity;->launchMainActivity()V	classes4.dex	0x3a2d80	0xe		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isGoogleLocation	REMOVE	Landroid/content/Intent;->removeExtra(Ljava/lang/String;)V	Lcom/nothing/common/setting/SettingContext;->checkGoogleLocation()V	classes5.dex	0x224f9c	0x22		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isGoogleLocation	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/SettingContext;->checkGoogleLocation()V	classes5.dex	0x224f9c	0xf	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/camera/activity/SecureCameraActivity;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x3a3b74	0x34		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/camera/activity/VoiceCameraActivity;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x3a4408	0x35		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/camera/activity/VoiceSecureCameraActivity;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x3a44e0	0x2b		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	REMOVE	Landroid/content/Intent;->removeExtra(Ljava/lang/String;)V	Lcom/nothing/camera/ui/uicontext/CameraUIContext;->checkGoogleAssistAction()V	classes4.dex	0x54ac04	0xf		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/ui/uicontext/CameraUIContext;->checkGoogleAssistFlag(Landroid/content/Intent;)Z	classes4.dex	0x547f18	0x9	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/LaunchIntentParser;->isGoogleAssistantIntent(Landroid/content/Intent;)Z	classes5.dex	0x20f99c	0x23	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.isvoiceassistant	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseGoogleAssistantTimer(Landroid/content/Intent;)V	classes5.dex	0x212cac	0xd	0	VERIFIED_STATIC_CALL_SITE
launchmode	READ	Landroid/content/Intent;->hasExtra(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseCameraMode(Landroid/content/Intent;)V	classes5.dex	0x21279c	0x1fb		VERIFIED_STATIC_CALL_SITE
launchmode	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseCameraMode(Landroid/content/Intent;)V	classes5.dex	0x21279c	0x201		VERIFIED_STATIC_CALL_SITE
output	READ	Landroid/os/Bundle;->getParcelable(Ljava/lang/String;)Landroid/os/Parcelable;	Lcom/nothing/common/setting/LaunchIntentParser;->getMediaStoreOutPut()Landroid/net/Uri;	classes5.dex	0x20f8ec	STATIC_METHOD_REFERENCE		VERIFIED_STATIC_CALL_SITE
widget_id	READ	Landroid/content/Intent;->getIntExtra(Ljava/lang/String;I)I	Lcom/nothing/camera/preset/widget/CameraPresetWidgetActivity;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x4e2e1c	0x5b	-1	VERIFIED_STATIC_CALL_SITE
widget_id	WRITE	Landroid/os/Bundle;->putInt(Ljava/lang/String;I)V	Lcom/nothing/camera/preset/widget/CameraPresetWidgetActivity;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x4e2e1c	0x7f		VERIFIED_STATIC_CALL_SITE
widget_id	READ	Landroid/os/Bundle;->getInt(Ljava/lang/String;I)I	Lcom/nothing/camera/preset/widget/WidgetPresetConfigFragment;->onCreate(Landroid/os/Bundle;)V	classes4.dex	0x4e37cc	0x13		VERIFIED_STATIC_CALL_SITE
widget_id	WRITE	Landroid/os/Bundle;->putInt(Ljava/lang/String;I)V	Lcom/nothing/cardservice/CardWidgetManager;->updateShareWidget(ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;)V	classes5.dex	0x1a3258	0x11		VERIFIED_STATIC_CALL_SITE
widget_id	READ	Landroid/os/Bundle;->getInt(Ljava/lang/String;I)I	Lcom/nothing/common/shortcutwidget/ui/CameraConfigFragment;->onCreate(Landroid/os/Bundle;)V	classes5.dex	0x23d6b4	0x12		VERIFIED_STATIC_CALL_SITE
widget_id	READ	Landroid/os/Bundle;->getInt(Ljava/lang/String;I)I	Lcom/nothing/common/shortcutwidget/ui/CameraConfigFragment;->onCreatePreferences(Landroid/os/Bundle;Ljava/lang/String;)V	classes5.dex	0x23d748	0x18		VERIFIED_STATIC_CALL_SITE
widget_id	WRITE	Landroid/os/Bundle;->putInt(Ljava/lang/String;I)V	Lcom/nothing/common/shortcutwidget/ui/CameraConfigureActivity;->onCreate(Landroid/os/Bundle;)V	classes5.dex	0x23fb68	0x13d		VERIFIED_STATIC_CALL_SITE
widget_id	READ	Landroid/content/Intent;->getIntExtra(Ljava/lang/String;I)I	Lcom/nothing/common/shortcutwidget/ui/CameraConfigureActivity;->onCreate(Landroid/os/Bundle;)V	classes5.dex	0x23fb68	0x63	-1	VERIFIED_STATIC_CALL_SITE
